0,0.946739
1,0.934217
2,56.9259
3,0.174675
4,1.25907
5,1.37131
6,1.27068
7,9.71987
8,6.09874
9,6.19589
10,24.874
11,14.9346
12,24.6433
13,26.2954
14,0.176713
15,0.176393
16,43.5009
17,0.564523
18,7.29072
19,1183.64
20,6.07942
21,5.70325
22,145.088
23,1.42226
24,7.69278
25,2.3789
26,0.100202
27,1.66464
28,5.6384
29,43.4075
30,7.17257
31,119.372
32,2.75335
33,4.54236
0,14.2537
0,11.5639
1,27.47
0,12.3828
